cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,prtvtgb,gndr,agea,eduyrs,inwtm
GB,ESS1-6e01,1,26.11.2014,134168,ESS6e02_1,6,2.1,101014,1.0105621985,0.895426504,2.282115223,1,2,63,16,35
GB,ESS1-6e01,1,26.11.2014,134169,ESS6e02_1,6,2.1,101048,2.0211243969,1.4888128368,2.282115223,1,2,51,13,75
GB,ESS1-6e01,1,26.11.2014,134170,ESS6e02_1,6,2.1,101055,1.0105621985,0.9071072021,2.282115223,1,1,67,13,39
GB,ESS1-6e01,1,26.11.2014,134171,ESS6e02_1,6,2.1,101089,0.5052810992,0.4535536011,2.282115223,66,1,86,10,77
GB,ESS1-6e01,1,26.11.2014,134172,ESS6e02_1,6,2.1,101097,0.5052810992,0.447713252,2.282115223,2,2,80,9,69
GB,ESS1-6e01,1,26.11.2014,134173,ESS6e02_1,6,2.1,101113,1.0105621985,0.9071072021,2.282115223,1,1,67,21,46
GB,ESS1-6e01,1,26.11.2014,134174,ESS6e02_1,6,2.1,101121,0.5052810992,0.447713252,2.282115223,7,2,69,17,162
GB,ESS1-6e01,1,26.11.2014,134175,ESS6e02_1,6,2.1,101139,0.5052810992,0.5166159107,2.282115223,66,1,36,15,30
GB,ESS1-6e01,1,26.11.2014,134176,ESS6e02_1,6,2.1,101154,1.0105621985,1.0332318215,2.282115223,1,1,50,13,54
GB,ESS1-6e01,1,26.11.2014,134177,ESS6e02_1,6,2.1,101170,1.0105621985,0.895426504,2.282115223,2,2,82,16,37
GB,ESS1-6e01,1,26.11.2014,134178,ESS6e02_1,6,2.1,101188,0.5052810992,0.447713252,2.282115223,2,2,78,11,81
GB,ESS1-6e01,1,26.11.2014,134179,ESS6e02_1,6,2.1,101204,0.5052810992,0.447713252,2.282115223,1,2,80,10,39
GB,ESS1-6e01,1,26.11.2014,134180,ESS6e02_1,6,2.1,102012,1.0105621244,0.8954264384,2.282115223,3,2,61,11,44
GB,ESS1-6e01,1,26.11.2014,134181,ESS6e02_1,6,2.1,102038,0.5052810622,0.4429991965,2.282115223,66,2,23,8,28
GB,ESS1-6e01,1,26.11.2014,134182,ESS6e02_1,6,2.1,102046,0.5052810622,0.4477132192,2.282115223,66,2,80,9,26
GB,ESS1-6e01,1,26.11.2014,134183,ESS6e02_1,6,2.1,102053,1.5158431563,1.3289975632,2.282115223,66,2,16,11,40
GB,ESS1-6e01,1,26.11.2014,134184,ESS6e02_1,6,2.1,102061,1.5158431563,1.1166095232,2.282115223,2,2,49,19,32
GB,ESS1-6e01,1,26.11.2014,134185,ESS6e02_1,6,2.1,102079,0.5052810622,0.4429991965,2.282115223,66,2,20,12,44
GB,ESS1-6e01,1,26.11.2014,134186,ESS6e02_1,6,2.1,102087,1.0105621244,0.9071071357,2.282115223,2,1,57,15,42
GB,ESS1-6e01,1,26.11.2014,134187,ESS6e02_1,6,2.1,102111,0.5052810622,0.4535535678,2.282115223,3,1,76,9,39
GB,ESS1-6e01,1,26.11.2014,134188,ESS6e02_1,6,2.1,102145,0.5052810622,0.4477132192,2.282115223,2,2,73,10,73
GB,ESS1-6e01,1,26.11.2014,134189,ESS6e02_1,6,2.1,102178,0.5052810622,0.5166158729,2.282115223,66,1,47,16,67
GB,ESS1-6e01,1,26.11.2014,134190,ESS6e02_1,6,2.1,102186,1.0105621244,0.8954264384,2.282115223,2,2,70,10,52
GB,ESS1-6e01,1,26.11.2014,134191,ESS6e02_1,6,2.1,102194,0.5052810622,0.3722031818,2.282115223,3,2,38,17,40
GB,ESS1-6e01,1,26.11.2014,134192,ESS6e02_1,6,2.1,102202,1.0105621244,0.8954264384,2.282115223,3,2,66,10,42
GB,ESS1-6e01,1,26.11.2014,134193,ESS6e02_1,6,2.1,103010,1.0105621167,0.7444063584,2.282115223,66,2,40,14,37
GB,ESS1-6e01,1,26.11.2014,134194,ESS6e02_1,6,2.1,103028,0.7900957924,0.7092107588,2.282115223,3,1,76,10,44
GB,ESS1-6e01,1,26.11.2014,134195,ESS6e02_1,6,2.1,103036,0.5052810583,0.4477132157,2.282115223,1,2,78,9,40
GB,ESS1-6e01,1,26.11.2014,134196,ESS6e02_1,6,2.1,103051,1.0105621167,0.9071071294,2.282115223,3,1,84,10,42
GB,ESS1-6e01,1,26.11.2014,134197,ESS6e02_1,6,2.1,103077,1.0105621167,0.8954264322,2.282115223,66,2,59,13,34
GB,ESS1-6e01,1,26.11.2014,134198,ESS6e02_1,6,2.1,103085,0.5052810583,0.4477132157,2.282115223,2,2,81,9,
GB,ESS1-6e01,1,26.11.2014,134199,ESS6e02_1,6,2.1,103093,1.0105621167,0.8954264322,2.282115223,77,2,59,13,47
GB,ESS1-6e01,1,26.11.2014,134200,ESS6e02_1,6,2.1,103101,1.0105621167,1.0332317387,2.282115223,7,1,37,12,33
GB,ESS1-6e01,1,26.11.2014,134201,ESS6e02_1,6,2.1,103119,1.5158431447,1.1166095151,2.282115223,88,2,52,11,38
GB,ESS1-6e01,1,26.11.2014,134202,ESS6e02_1,6,2.1,103127,1.0105621167,1.0332317387,2.282115223,1,1,52,16,28
GB,ESS1-6e01,1,26.11.2014,134203,ESS6e02_1,6,2.1,103135,2.0211242334,1.7719967728,2.282115223,66,2,16,11,28
GB,ESS1-6e01,1,26.11.2014,134204,ESS6e02_1,6,2.1,103143,1.0105621167,0.9071071294,2.282115223,66,1,72,10,49
GB,ESS1-6e01,1,26.11.2014,134205,ESS6e02_1,6,2.1,103150,1.0105621167,0.9071071294,2.282115223,1,1,74,12,42
GB,ESS1-6e01,1,26.11.2014,134206,ESS6e02_1,6,2.1,103176,1.0105621167,0.8954264322,2.282115223,1,2,70,12,39
GB,ESS1-6e01,1,26.11.2014,134207,ESS6e02_1,6,2.1,103184,0.5052810583,0.4477132157,2.282115223,3,2,75,10,28
GB,ESS1-6e01,1,26.11.2014,134208,ESS6e02_1,6,2.1,103192,0.5052810583,0.4535535643,2.282115223,2,1,88,9,37
GB,ESS1-6e01,1,26.11.2014,134209,ESS6e02_1,6,2.1,103200,1.5158431447,1.865643838,2.282115223,1,1,22,12,35
GB,ESS1-6e01,1,26.11.2014,134210,ESS6e02_1,6,2.1,104018,0.5052811129,0.4429992412,2.282115223,66,2,23,11,33
GB,ESS1-6e01,1,26.11.2014,134211,ESS6e02_1,6,2.1,104026,1.0105622258,0.7444064387,2.282115223,1,2,43,13,47
GB,ESS1-6e01,1,26.11.2014,134212,ESS6e02_1,6,2.1,104059,0.5052811129,0.5166159251,2.282115223,66,1,37,13,39
GB,ESS1-6e01,1,26.11.2014,134213,ESS6e02_1,6,2.1,104075,0.5052811129,0.4429992412,2.282115223,2,2,33,11,29
GB,ESS1-6e01,1,26.11.2014,134214,ESS6e02_1,6,2.1,104083,0.5052811129,0.4477132644,2.282115223,66,2,76,10,40
GB,ESS1-6e01,1,26.11.2014,134215,ESS6e02_1,6,2.1,104117,2.0211244516,1.7908530575,2.282115223,2,2,66,16,53
GB,ESS1-6e01,1,26.11.2014,134216,ESS6e02_1,6,2.1,104125,2.0211244516,2.4875254357,2.282115223,2,1,24,17,34
GB,ESS1-6e01,1,26.11.2014,134217,ESS6e02_1,6,2.1,104133,0.5052811129,0.4477132644,2.282115223,2,2,75,10,30
GB,ESS1-6e01,1,26.11.2014,134218,ESS6e02_1,6,2.1,104141,1.5158433083,1.3431397657,2.282115223,66,2,57,10,33
GB,ESS1-6e01,1,26.11.2014,134219,ESS6e02_1,6,2.1,104158,0.5052811129,0.4429992412,2.282115223,66,2,29,11,30
GB,ESS1-6e01,1,26.11.2014,134220,ESS6e02_1,6,2.1,104166,1.0105622258,0.8954265288,2.282115223,66,2,56,11,29
GB,ESS1-6e01,1,26.11.2014,134221,ESS6e02_1,6,2.1,104190,1.0105622258,0.8859984824,2.282115223,3,2,34,19,39
GB,ESS1-6e01,1,26.11.2014,134222,ESS6e02_1,6,2.1,104208,1.5158433083,1.3289976964,2.282115223,66,2,22,16,24
GB,ESS1-6e01,1,26.11.2014,134223,ESS6e02_1,6,2.1,105015,0.5052810952,0.4429992254,2.282115223,66,2,30,13,40
GB,ESS1-6e01,1,26.11.2014,134224,ESS6e02_1,6,2.1,105023,1.5158432554,1.1166095961,2.282115223,66,2,43,11,28
GB,ESS1-6e01,1,26.11.2014,134225,ESS6e02_1,6,2.1,105031,1.0105621905,0.7444064122,2.282115223,66,2,47,11,44
GB,ESS1-6e01,1,26.11.2014,134226,ESS6e02_1,6,2.1,105064,0.5052810952,0.4477132484,2.282115223,66,2,71,10,57
GB,ESS1-6e01,1,26.11.2014,134227,ESS6e02_1,6,2.1,105072,0.5052810952,0.4477132484,2.282115223,2,2,79,9,63
GB,ESS1-6e01,1,26.11.2014,134228,ESS6e02_1,6,2.1,105098,0.5052810952,0.5166159067,2.282115223,88,1,51,10,68
GB,ESS1-6e01,1,26.11.2014,134229,ESS6e02_1,6,2.1,105106,0.5052810952,0.4477132484,2.282115223,2,2,76,10,106
GB,ESS1-6e01,1,26.11.2014,134230,ESS6e02_1,6,2.1,105114,0.5052810952,0.3722032061,2.282115223,66,2,53,23,45
GB,ESS1-6e01,1,26.11.2014,134231,ESS6e02_1,6,2.1,105122,0.5052810952,0.3722032061,2.282115223,66,2,39,11,31
GB,ESS1-6e01,1,26.11.2014,134232,ESS6e02_1,6,2.1,105155,1.0105621905,0.8954264969,2.282115223,88,2,60,12,55
GB,ESS1-6e01,1,26.11.2014,134233,ESS6e02_1,6,2.1,105163,1.0105621905,0.9071071949,2.282115223,2,1,60,14,33
GB,ESS1-6e01,1,26.11.2014,134234,ESS6e02_1,6,2.1,105189,1.5158432554,1.8656439734,2.282115223,3,1,22,18,31
GB,ESS1-6e01,1,26.11.2014,134235,ESS6e02_1,6,2.1,105197,1.0105621905,1.0332318133,2.282115223,66,1,37,13,38
GB,ESS1-6e01,1,26.11.2014,134236,ESS6e02_1,6,2.1,106013,1.5158432467,1.5498476811,2.282115223,66,1,41,14,37
GB,ESS1-6e01,1,26.11.2014,134237,ESS6e02_1,6,2.1,106047,1.0105621847,1.0332318082,2.282115223,2,1,50,13,37
GB,ESS1-6e01,1,26.11.2014,134238,ESS6e02_1,6,2.1,106054,0.5052810924,0.4477132458,2.282115223,3,2,60,14,29
GB,ESS1-6e01,1,26.11.2014,134239,ESS6e02_1,6,2.1,106070,0.5052810924,0.4477132458,2.282115223,1,2,58,16,30
GB,ESS1-6e01,1,26.11.2014,134240,ESS6e02_1,6,2.1,106088,0.5052810924,0.5166159036,2.282115223,2,1,40,20,44
GB,ESS1-6e01,1,26.11.2014,134241,ESS6e02_1,6,2.1,106104,0.5052810924,0.4477132458,2.282115223,2,2,82,10,41
GB,ESS1-6e01,1,26.11.2014,134242,ESS6e02_1,6,2.1,106138,1.0105621847,0.8954264924,2.282115223,2,2,76,9,37
GB,ESS1-6e01,1,26.11.2014,134243,ESS6e02_1,6,2.1,106146,1.0105621847,0.7444064085,2.282115223,3,2,49,13,34
GB,ESS1-6e01,1,26.11.2014,134244,ESS6e02_1,6,2.1,106161,1.5158432467,1.1166095902,2.282115223,66,2,44,14,31
GB,ESS1-6e01,1,26.11.2014,134245,ESS6e02_1,6,2.1,106187,0.5052810924,0.4535535948,2.282115223,2,1,66,20,75
GB,ESS1-6e01,1,26.11.2014,134246,ESS6e02_1,6,2.1,106195,1.0105621847,1.0332318082,2.282115223,7,1,35,13,45
GB,ESS1-6e01,1,26.11.2014,134247,ESS6e02_1,6,2.1,106203,1.5158432467,1.5498476811,2.282115223,66,1,53,17,28
GB,ESS1-6e01,1,26.11.2014,134248,ESS6e02_1,6,2.1,107011,0.5052810876,0.4429992193,2.282115223,66,2,21,11,25
GB,ESS1-6e01,1,26.11.2014,134249,ESS6e02_1,6,2.1,107029,1.0105621752,0.8954264836,2.282115223,3,2,58,10,37
GB,ESS1-6e01,1,26.11.2014,134250,ESS6e02_1,6,2.1,107045,1.0105621752,0.8859984377,2.282115223,2,2,33,11,28
GB,ESS1-6e01,1,26.11.2014,134251,ESS6e02_1,6,2.1,107060,1.0105621752,1.2437626551,2.282115223,66,1,31,11,29
GB,ESS1-6e01,1,26.11.2014,134252,ESS6e02_1,6,2.1,107078,1.0105621752,0.7444064011,2.282115223,66,2,51,10,42
GB,ESS1-6e01,1,26.11.2014,134253,ESS6e02_1,6,2.1,107094,0.5052810876,0.4477132422,2.282115223,66,2,64,10,39
GB,ESS1-6e01,1,26.11.2014,134254,ESS6e02_1,6,2.1,107169,1.0105621752,1.033231798,2.282115223,66,1,47,11,35
GB,ESS1-6e01,1,26.11.2014,134255,ESS6e02_1,6,2.1,107185,1.5158432325,1.3289976298,2.282115223,66,2,18,13,32
GB,ESS1-6e01,1,26.11.2014,134256,ESS6e02_1,6,2.1,107201,0.5052810876,0.5166158995,2.282115223,2,1,42,16,40
GB,ESS1-6e01,1,26.11.2014,134257,ESS6e02_1,6,2.1,108027,1.0105621905,0.8859984508,2.282115223,66,2,27,13,38
GB,ESS1-6e01,1,26.11.2014,134258,ESS6e02_1,6,2.1,108035,0.5052810952,0.4535535975,2.282115223,66,1,72,10,30
GB,ESS1-6e01,1,26.11.2014,134259,ESS6e02_1,6,2.1,108043,1.0105621905,0.7444064122,2.282115223,2,2,51,13,39
GB,ESS1-6e01,1,26.11.2014,134260,ESS6e02_1,6,2.1,108118,0.5052810952,0.5166159067,2.282115223,3,1,39,10,32
GB,ESS1-6e01,1,26.11.2014,134261,ESS6e02_1,6,2.1,108134,1.0105621905,0.8859984508,2.282115223,66,2,21,14,34
GB,ESS1-6e01,1,26.11.2014,134262,ESS6e02_1,6,2.1,108167,0.5052810952,0.4477132484,2.282115223,2,2,71,10,32
GB,ESS1-6e01,1,26.11.2014,134263,ESS6e02_1,6,2.1,108183,1.0105621905,1.0332318133,2.282115223,2,1,44,11,35
GB,ESS1-6e01,1,26.11.2014,134264,ESS6e02_1,6,2.1,108209,1.0105621905,0.8859984508,2.282115223,66,2,19,14,35
GB,ESS1-6e01,1,26.11.2014,134265,ESS6e02_1,6,2.1,109017,1.0105620993,0.8859983711,2.282115223,66,2,18,11,47
GB,ESS1-6e01,1,26.11.2014,134266,ESS6e02_1,6,2.1,109025,1.0105620993,1.2437625616,2.282115223,3,1,22,18,28
GB,ESS1-6e01,1,26.11.2014,134267,ESS6e02_1,6,2.1,109058,1.0105620993,0.8954264162,2.282115223,3,2,61,15,97
GB,ESS1-6e01,1,26.11.2014,134268,ESS6e02_1,6,2.1,109066,2.5264052482,2.2149959281,2.282115223,66,2,18,14,38
GB,ESS1-6e01,1,26.11.2014,134269,ESS6e02_1,6,2.1,109108,1.0105620993,0.7444063451,2.282115223,88,2,46,14,40
GB,ESS1-6e01,1,26.11.2014,134270,ESS6e02_1,6,2.1,109116,1.0105620993,0.9071071133,2.282115223,7,1,67,16,35
GB,ESS1-6e01,1,26.11.2014,134271,ESS6e02_1,6,2.1,109124,0.5052810496,0.4477132086,2.282115223,2,2,67,10,32
GB,ESS1-6e01,1,26.11.2014,134272,ESS6e02_1,6,2.1,109140,0.5052810496,0.442999186,2.282115223,88,2,30,11,56
GB,ESS1-6e01,1,26.11.2014,134273,ESS6e02_1,6,2.1,109157,0.5052810496,0.4477132086,2.282115223,66,2,72,11,31
GB,ESS1-6e01,1,26.11.2014,134274,ESS6e02_1,6,2.1,109165,1.5158431186,1.3606606434,2.282115223,2,1,69,10,46
GB,ESS1-6e01,1,26.11.2014,134275,ESS6e02_1,6,2.1,109173,0.5052810496,0.3722031729,2.282115223,2,2,54,16,72
GB,ESS1-6e01,1,26.11.2014,134276,ESS6e02_1,6,2.1,109207,1.0105620993,1.2437625616,2.282115223,66,1,25,18,30
GB,ESS1-6e01,1,26.11.2014,134277,ESS6e02_1,6,2.1,110031,0.5052810892,0.6218813294,2.282115223,66,1,30,18,44
GB,ESS1-6e01,1,26.11.2014,134278,ESS6e02_1,6,2.1,110049,2.0211243567,1.8142143692,2.282115223,1,1,56,22,51
GB,ESS1-6e01,1,26.11.2014,134279,ESS6e02_1,6,2.1,110080,0.5052810892,0.4535535921,2.282115223,2,1,72,10,43
GB,ESS1-6e01,1,26.11.2014,134280,ESS6e02_1,6,2.1,110114,1.0105621783,0.9071071842,2.282115223,66,1,55,11,32
GB,ESS1-6e01,1,26.11.2014,134281,ESS6e02_1,6,2.1,110130,0.5052810892,0.4477132431,2.282115223,66,2,55,11,39
GB,ESS1-6e01,1,26.11.2014,134282,ESS6e02_1,6,2.1,110155,1.5158432372,1.1166095829,2.282115223,66,2,45,13,22
GB,ESS1-6e01,1,26.11.2014,134283,ESS6e02_1,6,2.1,110197,1.0105621783,0.7444064033,2.282115223,66,2,38,13,
GB,ESS1-6e01,1,26.11.2014,134284,ESS6e02_1,6,2.1,110205,1.0105621783,0.9071071842,2.282115223,66,1,57,13,25
GB,ESS1-6e01,1,26.11.2014,134285,ESS6e02_1,6,2.1,111013,1.0105621391,1.1929321098,2.282115223,66,1,47,16,44
GB,ESS1-6e01,1,26.11.2014,134286,ESS6e02_1,6,2.1,111047,0.5052810695,0.5964660555,2.282115223,2,1,51,11,44
GB,ESS1-6e01,1,26.11.2014,134287,ESS6e02_1,6,2.1,111062,1.0105621391,1.4360034323,2.282115223,3,1,23,17,41
GB,ESS1-6e01,1,26.11.2014,134288,ESS6e02_1,6,2.1,111070,1.5158431783,1.7893981287,2.282115223,2,1,54,11,41
GB,ESS1-6e01,1,26.11.2014,134289,ESS6e02_1,6,2.1,111096,2.0211242781,2.0946263674,2.282115223,66,1,55,13,50
GB,ESS1-6e01,1,26.11.2014,134290,ESS6e02_1,6,2.1,111104,0.5052810695,0.5964660555,2.282115223,66,1,46,11,41
GB,ESS1-6e01,1,26.11.2014,134291,ESS6e02_1,6,2.1,111112,0.5052810695,0.4297323704,2.282115223,2,2,52,15,55
GB,ESS1-6e01,1,26.11.2014,134292,ESS6e02_1,6,2.1,111161,1.0105621391,1.1929321098,2.282115223,2,1,41,14,41
GB,ESS1-6e01,1,26.11.2014,134293,ESS6e02_1,6,2.1,111179,0.5052810695,0.5169135364,2.282115223,3,2,84,12,55
GB,ESS1-6e01,1,26.11.2014,134294,ESS6e02_1,6,2.1,111195,0.5052810695,0.4297323704,2.282115223,1,2,44,26,43
GB,ESS1-6e01,1,26.11.2014,134295,ESS6e02_1,6,2.1,111203,2.0211242781,2.0676541437,2.282115223,66,2,55,13,46
GB,ESS1-6e01,1,26.11.2014,134296,ESS6e02_1,6,2.1,112011,0.5052810841,0.5169135508,2.282115223,1,2,84,17,42
GB,ESS1-6e01,1,26.11.2014,134297,ESS6e02_1,6,2.1,112052,1.0105621682,1.02294182,2.282115223,1,2,34,19,33
GB,ESS1-6e01,1,26.11.2014,134298,ESS6e02_1,6,2.1,112060,1.0105621682,0.8594647647,2.282115223,1,2,46,13,49
GB,ESS1-6e01,1,26.11.2014,134299,ESS6e02_1,6,2.1,112094,0.5052810841,0.5236566069,2.282115223,2,1,67,10,48
GB,ESS1-6e01,1,26.11.2014,134300,ESS6e02_1,6,2.1,112110,1.0105621682,1.0338271015,2.282115223,1,2,68,12,51
GB,ESS1-6e01,1,26.11.2014,134301,ESS6e02_1,6,2.1,112136,1.0105621682,1.0473132138,2.282115223,88,1,67,18,34
GB,ESS1-6e01,1,26.11.2014,134302,ESS6e02_1,6,2.1,112144,1.0105621682,1.0473132138,2.282115223,66,1,57,17,40
GB,ESS1-6e01,1,26.11.2014,134303,ESS6e02_1,6,2.1,112151,1.0105621682,1.0338271015,2.282115223,1,2,79,12,44
GB,ESS1-6e01,1,26.11.2014,134304,ESS6e02_1,6,2.1,112201,1.515843222,1.5344126997,2.282115223,66,2,17,11,32
GB,ESS1-6e01,1,26.11.2014,134305,ESS6e02_1,6,2.1,113027,0.5052811074,0.5169135743,2.282115223,1,2,77,16,59
GB,ESS1-6e01,1,26.11.2014,134306,ESS6e02_1,6,2.1,113043,1.0105622149,1.0338271496,2.282115223,1,2,64,10,43
GB,ESS1-6e01,1,26.11.2014,134307,ESS6e02_1,6,2.1,113050,1.0105622149,1.0473132625,2.282115223,3,1,74,12,44
GB,ESS1-6e01,1,26.11.2014,134308,ESS6e02_1,6,2.1,113068,0.5052811074,0.5169135743,2.282115223,1,2,66,20,48
GB,ESS1-6e01,1,26.11.2014,134309,ESS6e02_1,6,2.1,113092,1.0105622149,0.8594648047,2.282115223,66,2,37,16,42
GB,ESS1-6e01,1,26.11.2014,134310,ESS6e02_1,6,2.1,113134,1.0105622149,0.8594648047,2.282115223,2,2,44,18,45
GB,ESS1-6e01,1,26.11.2014,134311,ESS6e02_1,6,2.1,113167,1.0105622149,1.1929321995,2.282115223,66,1,38,17,32
GB,ESS1-6e01,1,26.11.2014,134312,ESS6e02_1,6,2.1,113175,1.0105622149,1.0338271496,2.282115223,1,2,83,11,56
GB,ESS1-6e01,1,26.11.2014,134313,ESS6e02_1,6,2.1,113183,1.0105622149,1.0473132625,2.282115223,1,1,64,14,38
GB,ESS1-6e01,1,26.11.2014,134314,ESS6e02_1,6,2.1,113191,1.515843292,1.5507406932,2.282115223,1,2,66,11,37
GB,ESS1-6e01,1,26.11.2014,134315,ESS6e02_1,6,2.1,114025,1.0105621962,1.0338271302,2.282115223,1,2,86,10,65
GB,ESS1-6e01,1,26.11.2014,134316,ESS6e02_1,6,2.1,114033,1.0105621962,1.0473132428,2.282115223,1,1,64,10,43
GB,ESS1-6e01,1,26.11.2014,134317,ESS6e02_1,6,2.1,114074,1.0105621962,1.0473132428,2.282115223,2,1,65,3,57
GB,ESS1-6e01,1,26.11.2014,134318,ESS6e02_1,6,2.1,114108,1.0105621962,1.0338271302,2.282115223,2,2,71,10,61
GB,ESS1-6e01,1,26.11.2014,134319,ESS6e02_1,6,2.1,114124,0.5052810981,0.5236566214,2.282115223,1,1,82,17,49
GB,ESS1-6e01,1,26.11.2014,134320,ESS6e02_1,6,2.1,114157,0.5052810981,0.5169135651,2.282115223,2,2,69,10,55
GB,ESS1-6e01,1,26.11.2014,134321,ESS6e02_1,6,2.1,114181,0.5052810981,0.5169135651,2.282115223,2,2,56,16,51
GB,ESS1-6e01,1,26.11.2014,134322,ESS6e02_1,6,2.1,115030,1.0105621208,1.1929320886,2.282115223,66,1,50,11,57
GB,ESS1-6e01,1,26.11.2014,134323,ESS6e02_1,6,2.1,115048,1.5158431509,2.1540050668,2.282115223,66,1,23,11,39
GB,ESS1-6e01,1,26.11.2014,134324,ESS6e02_1,6,2.1,115055,0.5052810604,0.5169135262,2.282115223,2,2,73,10,75
GB,ESS1-6e01,1,26.11.2014,134325,ESS6e02_1,6,2.1,115113,1.0105621208,1.0338270535,2.282115223,66,2,67,13,42
GB,ESS1-6e01,1,26.11.2014,134326,ESS6e02_1,6,2.1,115121,1.0105621208,1.0094265215,2.282115223,7,2,999,88,35
GB,ESS1-6e01,1,26.11.2014,134327,ESS6e02_1,6,2.1,115139,1.0105621208,0.8594647247,2.282115223,66,2,38,16,39
GB,ESS1-6e01,1,26.11.2014,134328,ESS6e02_1,6,2.1,115147,1.5158431509,1.570969716,2.282115223,66,1,56,14,52
GB,ESS1-6e01,1,26.11.2014,134329,ESS6e02_1,6,2.1,115154,0.5052810604,0.523656582,2.282115223,1,1,69,10,45
GB,ESS1-6e01,1,26.11.2014,134330,ESS6e02_1,6,2.1,115162,0.5052810604,0.5169135262,2.282115223,2,2,69,11,63
GB,ESS1-6e01,1,26.11.2014,134331,ESS6e02_1,6,2.1,115170,1.0105621208,0.8594647247,2.282115223,3,2,44,14,37
GB,ESS1-6e01,1,26.11.2014,134332,ESS6e02_1,6,2.1,115188,0.5052810604,0.523656582,2.282115223,1,1,69,10,53
GB,ESS1-6e01,1,26.11.2014,134333,ESS6e02_1,6,2.1,115196,0.5052810604,0.523656582,2.282115223,2,1,77,14,30
GB,ESS1-6e01,1,26.11.2014,134334,ESS6e02_1,6,2.1,115204,1.0105621208,0.8594647247,2.282115223,7,2,51,11,66
GB,ESS1-6e01,1,26.11.2014,134335,ESS6e02_1,6,2.1,116012,1.0105621034,1.4360033812,2.282115223,66,1,32,16,25
GB,ESS1-6e01,1,26.11.2014,134336,ESS6e02_1,6,2.1,116020,1.0105621034,1.0229417542,2.282115223,66,2,16,10,26
GB,ESS1-6e01,1,26.11.2014,134337,ESS6e02_1,6,2.1,116061,2.0211242068,2.0458835095,2.282115223,66,2,19,15,27
GB,ESS1-6e01,1,26.11.2014,134338,ESS6e02_1,6,2.1,116079,0.5052810517,0.516913518,2.282115223,2,2,74,16,39
GB,ESS1-6e01,1,26.11.2014,134339,ESS6e02_1,6,2.1,116095,1.0105621034,1.0473131464,2.282115223,1,1,69,9,32
GB,ESS1-6e01,1,26.11.2014,134340,ESS6e02_1,6,2.1,116103,1.0105621034,1.033827035,2.282115223,66,2,65,11,31
GB,ESS1-6e01,1,26.11.2014,134341,ESS6e02_1,6,2.1,116111,0.5052810517,0.516913518,2.282115223,1,2,63,16,42
GB,ESS1-6e01,1,26.11.2014,134342,ESS6e02_1,6,2.1,116145,1.5158431248,1.5507405224,2.282115223,1,2,60,15,32
GB,ESS1-6e01,1,26.11.2014,134343,ESS6e02_1,6,2.1,116160,1.0105621034,1.0473131464,2.282115223,77,1,77,12,46
GB,ESS1-6e01,1,26.11.2014,134344,ESS6e02_1,6,2.1,116178,0.5052810517,0.516913518,2.282115223,2,2,70,11,41
GB,ESS1-6e01,1,26.11.2014,134345,ESS6e02_1,6,2.1,116186,1.0105621034,1.0473131464,2.282115223,2,1,57,12,22
GB,ESS1-6e01,1,26.11.2014,134346,ESS6e02_1,6,2.1,116202,1.0105621034,0.8594647094,2.282115223,1,2,46,16,43
GB,ESS1-6e01,1,26.11.2014,134347,ESS6e02_1,6,2.1,117010,2.0211242973,2.0946263871,2.282115223,3,1,57,12,47
GB,ESS1-6e01,1,26.11.2014,134348,ESS6e02_1,6,2.1,117028,1.0105621486,0.8594647485,2.282115223,2,2,52,18,37
GB,ESS1-6e01,1,26.11.2014,134349,ESS6e02_1,6,2.1,117044,1.0105621486,1.0338270821,2.282115223,1,2,57,12,44
GB,ESS1-6e01,1,26.11.2014,134350,ESS6e02_1,6,2.1,117051,1.0105621486,1.0473131941,2.282115223,1,1,59,17,38
GB,ESS1-6e01,1,26.11.2014,134351,ESS6e02_1,6,2.1,117069,1.0105621486,1.0473131941,2.282115223,66,1,64,14,47
GB,ESS1-6e01,1,26.11.2014,134352,ESS6e02_1,6,2.1,117077,1.0105621486,1.0473131941,2.282115223,88,1,70,16,50
GB,ESS1-6e01,1,26.11.2014,134353,ESS6e02_1,6,2.1,117119,1.0105621486,1.0338270821,2.282115223,6,2,62,13,53
GB,ESS1-6e01,1,26.11.2014,134354,ESS6e02_1,6,2.1,117127,0.5052810743,0.5236565965,2.282115223,1,1,84,8,48
GB,ESS1-6e01,1,26.11.2014,134355,ESS6e02_1,6,2.1,117135,1.0105621486,0.8594647485,2.282115223,1,2,38,14,51
GB,ESS1-6e01,1,26.11.2014,134356,ESS6e02_1,6,2.1,117143,2.0211242973,2.3858642421,2.282115223,66,1,52,11,48
GB,ESS1-6e01,1,26.11.2014,134357,ESS6e02_1,6,2.1,117150,1.0105621486,1.0473131941,2.282115223,66,1,61,10,54
GB,ESS1-6e01,1,26.11.2014,134358,ESS6e02_1,6,2.1,117168,0.5052810743,0.5169135405,2.282115223,66,2,86,9,38
GB,ESS1-6e01,1,26.11.2014,134359,ESS6e02_1,6,2.1,117200,1.0105621486,0.8594647485,2.282115223,3,2,35,15,50
GB,ESS1-6e01,1,26.11.2014,134360,ESS6e02_1,6,2.1,118042,1.0105621512,1.192932124,2.282115223,2,1,54,11,40
